{{23., 75.42793570080262}, {23.15, 75.35}, 26}
{{23., 75.42793570080262}, {23.65511952501487, 75.21983388664069}, 25}
{{23., 75.42793570080262}, {24.18530534203041, 75.14619606142706}, 27}
{{23., 75.42793570080262}, {23., 74.8027605503413}, 45}
{{23., 75.42793570080262}, {26.603811186677675, 75.47993055032869}, 103}
{{23.15, 75.35}, {23.65511952501487, 75.21983388664069}, 22}
{{23.15, 75.35}, {23., 74.8027605503413}, 41}
{{23.65511952501487, 75.21983388664069}, {24.18530534203041, 75.14619606142706}, 15}
{{23.65511952501487, 75.21983388664069}, {23., 74.8027605503413}, 25}
{{23.65511952501487, 75.21983388664069}, {23.538796541612054, 74.63121774386828}, 29}
{{24.18530534203041, 75.14619606142706}, {24.768152289042924, 75.09139557624489}, 12}
{{24.18530534203041, 75.14619606142706}, {23.538796541612054, 74.63121774386828}, 20}
{{24.18530534203041, 75.14619606142706}, {24.103090884553147, 74.51403356369475}, 23}
{{24.18530534203041, 75.14619606142706}, {24.674939871663145, 74.4178632094821}, 20}
{{24.18530534203041, 75.14619606142706}, {26.603811186677675, 75.47993055032869}, 29}
{{24.768152289042924, 75.09139557624489}, {25.34585752637958, 75.05253243638705}, 11}
{{24.768152289042924, 75.09139557624489}, {24.674939871663145, 74.4178632094821}, 22}
{{24.768152289042924, 75.09139557624489}, {25.255973368458914, 74.34007801511704}, 20}
{{24.768152289042924, 75.09139557624489}, {26.603811186677675, 75.47993055032869}, 20}
{{25.34585752637958, 75.05253243638705}, {25.93811108710099, 75.02595796037916}, 10}
{{25.34585752637958, 75.05253243638705}, {25.255973368458914, 74.34007801511704}, 20}
{{25.34585752637958, 75.05253243638705}, {25.854909729968252, 74.27768063734355}, 18}
{{25.34585752637958, 75.05253243638705}, {26.603811186677675, 75.47993055032869}, 14}
{{25.93811108710099, 75.02595796037916}, {26.527773978610018, 75.00599137386268}, 10}
{{25.93811108710099, 75.02595796037916}, {25.854909729968252, 74.27768063734355}, 20}
{{25.93811108710099, 75.02595796037916}, {26.44353141270745, 74.23013616099219}, 18}
{{25.93811108710099, 75.02595796037916}, {26.603811186677675, 75.47993055032869}, 16}
{{26.527773978610018, 75.00599137386268}, {27.12023717282856, 74.99200818766289}, 10}
{{26.527773978610018, 75.00599137386268}, {26.44353141270745, 74.23013616099219}, 19}
{{26.527773978610018, 75.00599137386268}, {27.03230201832421, 74.1910762199048}, 17}
{{26.527773978610018, 75.00599137386268}, {26.603811186677675, 75.47993055032869}, 19}
{{26.527773978610018, 75.00599137386268}, {27.03106005442326, 75.48182616001073}, 16}
{{27.12023717282856, 74.99200818766289}, {27.712797900267518, 74.9818260854697}, 9}
{{27.12023717282856, 74.99200818766289}, {27.03230201832421, 74.1910762199048}, 19}
{{27.12023717282856, 74.99200818766289}, {27.62513072070986, 74.15742853076125}, 17}
{{27.12023717282856, 74.99200818766289}, {27.03106005442326, 75.48182616001073}, 18}
{{27.12023717282856, 74.99200818766289}, {27.639761539336007, 75.4860520280587}, 16}
{{27.712797900267518, 74.9818260854697}, {28.30578871507085, 74.97254158777466}, 9}
{{27.712797900267518, 74.9818260854697}, {27.62513072070986, 74.15742853076125}, 18}
{{27.712797900267518, 74.9818260854697}, {28.21788411738801, 74.12810182770644}, 17}
{{27.712797900267518, 74.9818260854697}, {27.639761539336007, 75.4860520280587}, 18}
{{27.712797900267518, 74.9818260854697}, {28.246155966395275, 75.48949568277598}, 15}
{{28.30578871507085, 74.97254158777466}, {28.901722967429336, 74.96329898356927}, 9}
{{28.30578871507085, 74.97254158777466}, {28.21788411738801, 74.12810182770644}, 18}
{{28.30578871507085, 74.97254158777466}, {28.811558637870448, 74.10140505073319}, 16}
{{28.30578871507085, 74.97254158777466}, {28.246155966395275, 75.48949568277598}, 18}
{{28.30578871507085, 74.97254158777466}, {28.849347252706103, 75.49208944469551}, 15}
{{28.901722967429336, 74.96329898356927}, {29.495938593423865, 74.95494483741697}, 9}
{{28.901722967429336, 74.96329898356927}, {28.811558637870448, 74.10140505073319}, 17}
{{28.901722967429336, 74.96329898356927}, {29.405257762192395, 74.07729472397685}, 16}
{{28.901722967429336, 74.96329898356927}, {28.849347252706103, 75.49208944469551}, 17}
{{28.901722967429336, 74.96329898356927}, {29.452201540759543, 75.49380419604122}, 15}
{{29.495938593423865, 74.95494483741697}, {30.091330655977508, 74.94728466427351}, 9}
{{29.495938593423865, 74.95494483741697}, {29.405257762192395, 74.07729472397685}, 17}
{{29.495938593423865, 74.95494483741697}, {30.000110906642362, 74.05466930715161}, 16}
{{29.495938593423865, 74.95494483741697}, {29.452201540759543, 75.49380419604122}, 17}
{{29.495938593423865, 74.95494483741697}, {30.056581258690425, 75.4952112085782}, 14}
{{30.091330655977508, 74.94728466427351}, {30.687127825403852, 74.93926528633756}, 8}
{{30.091330655977508, 74.94728466427351}, {30.000110906642362, 74.05466930715161}, 17}
{{30.091330655977508, 74.94728466427351}, {30.595313667198972, 74.03216226826085}, 16}
{{30.091330655977508, 74.94728466427351}, {30.056581258690425, 75.4952112085782}, 17}
{{30.091330655977508, 74.94728466427351}, {30.660622073467724, 75.49646447206567}, 14}
{{30.687127825403852, 74.93926528633756}, {31.282597974433074, 74.93080979651695}, 8}
{{30.687127825403852, 74.93926528633756}, {30.595313667198972, 74.03216226826085}, 16}
{{30.687127825403852, 74.93926528633756}, {31.19036195944165, 74.0090226600892}, 15}
{{30.687127825403852, 74.93926528633756}, {30.660622073467724, 75.49646447206567}, 16}
{{30.687127825403852, 74.93926528633756}, {31.264592595911203, 75.49759198351718}, 14}
{{31.282597974433074, 74.93080979651695}, {31.878003041136775, 74.9215085181721}, 8}
{{31.282597974433074, 74.93080979651695}, {31.19036195944165, 74.0090226600892}, 16}
{{31.282597974433074, 74.93080979651695}, {31.785539362780383, 73.98449250461294}, 15}
{{31.282597974433074, 74.93080979651695}, {31.264592595911203, 75.49759198351718}, 16}
{{31.282597974433074, 74.93080979651695}, {31.868775954189434, 75.49853596489754}, 14}
{{31.878003041136775, 74.9215085181721}, {32.473214630457775, 74.91112483189812}, 8}
{{31.878003041136775, 74.9215085181721}, {31.785539362780383, 73.98449250461294}, 16}
{{31.878003041136775, 74.9215085181721}, {32.380270991795776, 73.95794544935517}, 15}
{{31.878003041136775, 74.9215085181721}, {31.868775954189434, 75.49853596489754}, 16}
{{31.878003041136775, 74.9215085181721}, {32.473900090333935, 75.49916392281891}, 14}
